0	0	2
1	0	5
2	0	1
3	0	4
4	0	5
5	0	5
6	1	3
7	1	3
8	1	5
9	1	3
10	1	4
11	2	4
12	2	3
13	2	3
14	2	5
15	2	2
16	3	3
17	3	3
13	3	5
8	3	5
18	3	3
19	3	5
10	3	5
20	3	5
21	3	3
22	3	3
23	4	3
24	4	5
25	4	5
26	4	5
27	4	3
28	4	1
29	4	1
30	4	5
31	4	5
32	4	3
33	4	5
34	4	4
35	4	5
36	4	1
37	4	5
38	4	4
39	4	3
40	4	5
41	4	5
42	4	5
43	4	4
44	4	5
45	4	5
46	4	5
47	5	5
48	5	5
49	5	5
50	5	5
51	5	5
52	5	5
53	5	2
54	5	5
55	5	5
56	5	5
57	5	5
58	5	1
59	5	5
35	5	4
60	5	5
61	5	5
62	5	4
63	5	5
64	5	5
65	5	5
66	5	5
67	5	5
68	5	5
69	5	5
70	5	5
71	5	5
72	5	5
73	5	5
74	5	5
75	5	4
76	5	5
77	5	5
78	5	5
79	6	5
80	6	5
67	6	4
81	6	5
82	6	5
83	7	4
84	7	5
85	7	4
86	7	5
87	7	5
88	7	5
89	7	5
90	7	5
91	7	4
92	7	5
93	7	5
94	7	5
95	7	4
96	7	5
97	7	5
98	7	5
99	7	5
100	7	4
101	7	5
102	7	5
103	7	5
104	7	3
105	8	5
106	8	3
107	8	2
108	8	3
109	8	3
110	8	4
111	8	5
112	8	5
113	8	4
114	8	3
109	9	4
115	9	5
110	9	4
116	9	4
117	9	3
118	10	5
119	10	5
109	10	4
115	10	5
120	10	5
117	10	5
109	11	3
110	11	4
112	11	5
121	11	4
122	11	5
123	12	3
124	12	5
125	12	4
126	12	1
127	12	4
128	12	4
129	12	4
130	12	4
131	12	5
132	13	5
133	13	5
134	13	4
18	13	5
135	13	5
136	14	5
137	14	5
138	14	5
139	14	1
115	14	5
140	14	5
141	14	5
142	14	5
143	14	5
144	14	5
145	14	5
146	14	5
147	14	5
148	14	5
149	14	5
150	14	5
151	14	5
152	14	4
153	14	5
154	14	5
155	14	5
156	14	5
157	14	5
158	14	5
159	15	5
160	15	5
161	15	5
162	15	5
163	15	4
164	15	4
165	15	5
166	15	4
167	15	5
139	15	5
168	15	5
169	15	5
170	15	4
171	15	3
172	15	4
173	15	5
174	15	5
175	15	4
176	15	5
177	15	5
178	15	4
179	15	5
180	15	5
145	15	5
181	15	5
182	15	3
183	15	5
184	15	1
185	15	5
186	15	3
187	15	5
188	15	4
189	15	4
150	15	5
190	15	5
191	15	5
192	15	3
193	15	5
194	15	4
195	15	5
196	15	5
197	15	4
198	15	1
199	15	4
200	15	5
201	15	5
202	15	3
203	15	4
204	16	3
205	16	3
206	16	5
207	16	1
208	16	5
209	16	5
210	16	5
211	16	5
212	16	5
213	16	4
214	16	5
215	16	5
216	16	5
217	16	5
218	16	5
67	16	4
219	16	5
220	16	5
221	16	4
222	16	4
223	16	4
224	16	5
225	16	4
226	16	5
227	16	5
76	16	4
228	16	3
229	17	3
230	17	5
231	17	5
232	17	4
233	17	4
234	17	5
235	17	5
236	17	3
237	17	5
238	17	4
239	17	3
240	18	5
241	18	5
242	18	5
208	18	5
243	18	5
244	18	4
245	18	5
246	18	5
247	18	5
248	18	4
249	18	5
250	18	5
251	18	5
252	18	4
217	18	3
253	18	5
254	18	5
220	18	5
221	18	4
255	18	3
222	18	3
256	18	5
257	18	5
258	18	5
225	18	5
226	18	5
259	18	5
260	19	4
261	19	5
262	19	5
263	19	5
264	19	5
265	19	3
266	19	4
267	19	5
41	19	5
268	19	5
269	19	5
270	19	5
271	19	5
228	19	4
272	20	5
273	20	5
274	20	5
93	20	5
275	20	5
276	20	5
277	20	5
278	20	5
279	20	5
54	20	5
280	20	5
281	20	5
282	20	4
283	20	5
284	20	5
35	20	5
285	20	4
62	20	4
286	20	5
287	20	4
288	20	5
289	20	4
258	20	5
290	20	5
271	20	5
291	20	5
292	21	5
293	21	5
294	21	5
295	21	5
296	21	5
297	21	5
298	21	5
299	21	5
300	21	5
301	21	5
302	22	3
303	22	4
304	22	1
305	22	3
306	22	3
307	22	4
308	22	4
309	22	3
310	22	4
125	22	3
311	22	5
312	22	3
313	22	3
314	22	1
315	22	3
316	22	4
317	22	4
318	22	4
319	22	4
320	22	3
321	22	3
322	22	4
323	22	1
324	23	5
140	23	5
325	23	5
326	23	5
327	23	5
328	23	5
329	23	5
330	23	5
331	23	3
332	23	5
93	24	5
333	24	4
334	24	5
335	24	5
336	24	5
83	25	4
85	25	5
87	25	5
88	25	5
90	25	5
91	25	4
92	25	5
93	25	5
337	25	5
94	25	5
278	25	5
96	25	5
127	25	5
98	25	5
335	25	5
336	25	5
338	25	4
99	25	5
101	25	4
339	26	5
340	26	5
341	26	3
342	26	5
93	26	5
343	26	5
334	26	5
344	26	5
4	26	5
335	26	4
336	26	5
41	26	5
345	26	5
346	27	5
106	27	4
347	27	5
348	27	5
93	27	5
349	27	5
350	27	5
296	27	5
351	27	5
352	27	5
353	27	4
335	27	5
336	27	5
354	27	4
355	27	5
356	27	5
357	28	5
358	28	1
359	28	5
360	28	5
361	28	5
362	28	5
363	28	5
364	28	3
365	29	4
366	29	5
367	29	5
368	29	5
76	29	2
346	30	5
369	30	5
86	30	5
340	30	5
89	30	5
370	30	5
261	30	5
93	30	5
371	30	4
54	30	5
372	30	5
373	30	4
280	30	5
374	30	4
375	30	4
96	30	5
376	30	5
377	30	5
378	30	4
379	30	5
380	30	5
381	30	5
33	30	5
382	30	5
383	30	5
344	30	5
285	30	5
384	30	5
385	30	5
386	30	5
387	30	5
388	30	5
389	30	5
390	30	5
391	30	5
41	30	5
42	30	4
392	30	4
393	30	3
394	30	5
395	30	4
396	30	5
397	30	5
398	30	5
399	30	5
290	30	5
400	30	5
401	30	5
402	30	5
403	30	5
271	30	5
76	30	4
404	30	4
405	31	5
406	31	5
407	31	5
408	31	5
409	31	5
410	31	5
411	31	5
264	31	5
412	31	5
413	31	4
414	31	5
415	31	5
416	31	5
417	31	4
418	31	5
419	31	5
420	31	5
41	31	5
421	31	5
422	31	3
423	31	5
424	31	5
425	31	3
426	31	5
427	31	4
428	31	5
429	31	5
76	31	5
430	31	5
431	31	5
432	32	5
433	32	5
434	32	5
435	32	5
436	32	4
41	32	5
71	32	4
437	32	5
